amount,time_of_day,receiver_age_days,receiver_report_count,location_risk,device_trust_score,is_fraud
2116.52,11,398,0,0.134,0.873,0
7268.52,22,81,0,0.552,0.715,1
2605.83,6,157,0,0.542,0.837,0
4726.1,18,24,1,0.117,0.895,0
1990.94,18,96,2,0.229,0.639,0
1458.05,12,56,1,0.466,0.675,0
6401.4,20,9,0,0.113,0.75,1
1568.5,3,20,0,0.259,0.482,0
1781.51,1,1163,1,0.104,0.721,0
1143.29,6,542,1,0.119,0.95,0
4517.4,13,255,0,0.393,0.885,0
1155.33,22,122,0,0.342,0.566,0
7930.94,7,101,1,0.11,0.794,0
4628.84,13,226,1,0.321,0.518,0
1424.52,16,55,0,0.193,0.893,1
4369.58,23,63,0,0.042,0.92,0
1266.78,7,464,1,0.228,0.562,0
5935.14,5,20,1,0.168,0.859,0
3623.88,5,16,1,0.559,0.788,0
790.07,3,117,0,0.187,0.608,0
943.56,5,108,0,0.149,0.733,0
2303.14,23,106,0,0.302,0.839,0
6446.74,4,124,1,0.257,0.711,0
1598.37,14,77,1,0.322,0.923,0
2553.6,21,47,1,0.431,0.751,1
13410.85,14,15,0,0.291,0.524,0
2474.95,6,34,0,0.234,0.948,0
882.35,14,7,0,0.372,0.887,0
7711.21,20,87,1,0.573,0.95,0
882.77,8,4,1,0.494,0.918,0
5036.34,5,74,0,0.084,0.512,0
2236.85,1,48,0,0.244,0.748,0
7378.67,10,222,0,0.623,0.713,0
2628.6,10,209,0,0.132,0.833,0
2968.25,6,115,2,0.323,0.856,0
4534.8,22,256,1,0.014,0.937,0
2256.83,4,88,0,0.351,0.896,1
5983.87,10,33,1,0.14,0.578,0
2421.42,23,8,0,0.342,0.881,0
7623.71,10,9,0,0.233,0.682,0
4315.01,7,155,0,0.647,0.854,0
11196.73,20,344,0,0.197,0.886,0
2269.08,15,185,0,0.341,0.468,0
5491.67,14,83,0,0.493,0.708,0
2682.93,16,152,1,0.507,0.715,0
5074.54,23,398,2,0.252,0.814,0
1416.85,5,357,0,0.064,0.64,0
2545.67,12,199,1,0.305,0.533,0
5642.55,16,202,0,0.553,0.657,0
1515.96,2,126,0,0.541,0.948,1
5292.05,11,1035,0,0.235,0.859,0
2296.75,4,248,0,0.053,0.881,0
3664.08,4,153,1,0.442,0.941,0
15977.32,5,464,1,0.162,0.8,0
3374.53,4,43,0,0.626,0.848,0
2518.1,8,16,0,0.119,0.504,0
2024.55,10,24,0,0.199,0.835,0
5056.84,21,574,0,0.518,0.867,0
2429.48,20,8,0,0.194,0.701,0
5601.31,13,192,0,0.436,0.844,0
3079.48,19,403,0,0.509,0.506,1
5114.44,22,140,0,0.398,0.8,0
2980.04,23,60,0,0.023,0.585,0
2514.17,10,296,0,0.159,0.749,0
2214.74,7,606,0,0.424,0.862,0
1472.19,16,30,0,0.671,0.814,0
2890.88,22,263,0,0.459,0.388,0
6298.63,8,276,0,0.069,0.48,0
5704.89,7,197,1,0.388,0.519,0
2954.56,23,73,0,0.298,0.906,0
1786.0,17,25,0,0.222,0.791,1
3467.06,7,7,1,0.38,0.7,0
6356.01,5,265,0,0.174,0.788,0
1372.09,8,192,0,0.331,0.759,0
3765.25,20,75,1,0.37,0.72,0
897.78,17,55,0,0.297,0.772,0
5024.08,18,143,0,0.146,0.933,0
5678.29,4,2,1,0.186,0.96,0
3192.15,8,141,0,0.132,0.854,0
2987.39,1,128,1,0.502,0.573,0
9280.51,14,85,0,0.286,0.958,0
2092.92,21,59,1,0.309,0.749,0
4168.0,0,50,0,0.39,0.869,0
4226.67,6,70,0,0.095,0.853,0
685.3,8,97,0,0.755,0.764,0
404.14,17,151,0,0.48,0.77,0
7191.44,22,422,0,0.803,0.717,0
520.45,23,4,0,0.231,0.783,0
3235.04,22,15,0,0.09,0.878,0
9714.54,12,410,0,0.147,0.84,0
13930.42,17,198,0,0.177,0.682,0
10728.08,7,6,0,0.107,0.816,0
1464.32,7,265,2,0.208,0.621,0
8036.97,4,249,0,0.264,0.682,0
1170.92,13,107,0,0.111,0.56,0
179.6,13,356,0,0.222,0.874,0
472.59,17,101,0,0.463,0.518,0
5127.6,8,30,3,0.484,0.61,0
7520.99,21,54,0,0.443,0.684,0
4260.39,16,52,1,0.475,0.638,1
13922.74,11,316,1,0.093,0.656,0
5249.92,5,3,0,0.285,0.861,0
8136.87,6,288,0,0.273,0.964,0
9456.86,22,284,1,0.2,0.854,0
5377.97,2,502,0,0.642,0.673,0
2567.85,16,957,0,0.244,0.577,0
1708.73,21,147,1,0.228,0.812,0
1861.2,12,197,1,0.219,0.843,0
5230.57,10,116,0,0.425,0.717,0
2175.81,18,40,1,0.319,0.564,0
1356.1,11,111,0,0.237,0.61,0
11861.24,20,37,0,0.59,0.881,0
1319.78,23,216,1,0.11,0.549,0
3089.99,12,499,2,0.683,0.902,0
8602.16,20,70,1,0.282,0.823,0
4031.41,6,104,0,0.23,0.861,0
6155.46,21,70,0,0.443,0.735,1
1956.64,18,46,0,0.074,0.461,0
1044.54,15,54,0,0.438,0.83,0
2500.08,17,324,0,0.363,0.673,0
4115.03,8,1398,0,0.42,0.811,0
8653.74,2,72,0,0.214,0.92,0
1408.31,10,65,0,0.378,0.665,0
7229.71,7,294,1,0.356,0.721,0
7228.83,15,192,2,0.17,0.681,0
2594.41,22,455,0,0.139,0.583,0
3316.53,16,432,0,0.41,0.628,0
1131.78,5,209,0,0.579,0.943,0
4502.8,9,1,1,0.218,0.383,1
2375.51,4,110,1,0.113,0.795,0
3824.54,22,302,1,0.356,0.734,0
4918.22,6,41,0,0.261,0.496,0
1987.31,18,110,0,0.126,0.924,0
2309.99,9,199,1,0.064,0.845,0
4084.75,4,30,0,0.381,0.82,1
1418.07,8,154,1,0.328,0.703,0
5715.34,10,26,1,0.364,0.908,0
2952.62,7,453,0,0.386,0.886,0
7019.86,5,158,0,0.164,0.88,0
2092.14,6,28,0,0.483,0.94,1
2892.39,0,279,0,0.347,0.803,0
438.47,18,194,0,0.303,0.694,0
789.22,4,189,0,0.123,0.607,0
5898.84,9,444,3,0.719,0.848,0
3067.09,14,163,0,0.32,0.781,0
3273.16,6,752,0,0.132,0.704,0
799.99,9,63,0,0.185,0.698,0
3047.74,18,145,1,0.272,0.822,1
6330.87,17,260,0,0.303,0.227,0
4639.88,10,122,0,0.395,0.838,0
2684.87,12,566,1,0.19,0.543,0
650.46,2,86,1,0.141,0.774,0
3878.2,5,158,0,0.25,0.819,1
2931.05,18,26,1,0.378,0.837,1
6155.76,15,138,0,0.147,0.545,0
7352.16,7,37,0,0.277,0.286,0
1458.43,2,263,0,0.286,0.829,0
4972.4,2,303,1,0.472,0.804,0
1386.81,9,88,0,0.25,0.94,0
3205.73,22,57,3,0.355,0.73,0
3083.86,18,23,0,0.192,0.581,1
5854.94,23,103,0,0.218,0.819,0
2145.81,21,67,0,0.325,0.807,0
3869.61,23,73,2,0.255,0.896,0
3167.77,16,861,0,0.056,0.686,0
3783.1,3,120,0,0.374,0.684,0
5040.04,21,100,0,0.489,0.892,0
6127.0,7,32,1,0.122,0.963,0
6645.49,2,1,1,0.189,0.382,0
495.33,9,506,0,0.255,0.79,1
7029.86,13,27,0,0.504,0.543,1
6869.22,0,548,1,0.274,0.684,0
3460.25,16,173,0,0.163,0.945,0
4374.96,9,66,0,0.13,0.736,0
2958.95,9,15,0,0.191,0.877,0
1123.23,20,146,0,0.295,0.508,0
1329.39,6,567,0,0.327,0.764,0
4960.85,5,212,0,0.225,0.735,0
3005.59,5,17,0,0.183,0.741,0
1997.4,3,650,0,0.398,0.734,1
3815.15,8,52,0,0.222,0.663,0
4218.2,1,103,1,0.107,0.923,0
1863.24,13,163,1,0.529,0.751,0
2430.66,6,12,1,0.06,0.637,0
10058.77,14,287,0,0.344,0.898,0
2754.37,22,49,1,0.192,0.656,0
3687.51,19,950,0,0.231,0.765,0
1545.24,1,28,0,0.28,0.667,1
7811.22,12,162,1,0.393,0.801,0
1483.56,6,352,0,0.231,0.59,0
950.09,2,102,1,0.081,0.802,0
7338.78,11,314,0,0.287,0.928,0
2598.87,23,272,1,0.311,0.914,0
1209.46,4,327,1,0.174,0.811,0
9002.21,17,244,1,0.195,0.695,0
3096.01,8,212,0,0.275,0.836,0
897.9,14,134,0,0.149,0.544,0
1585.55,22,46,0,0.601,0.839,0
1466.89,7,85,0,0.118,0.71,0
1582.25,10,56,0,0.12,0.357,0
1779.82,3,261,0,0.111,0.776,0
13878.18,14,133,1,0.231,0.517,0
10879.42,8,90,1,0.277,0.849,0
6169.09,7,261,0,0.157,0.824,0
2133.37,14,195,0,0.376,0.834,0
928.06,19,151,0,0.3,0.698,0
1780.39,20,3,0,0.351,0.66,0
8494.01,22,461,0,0.625,0.652,1
2660.7,21,218,0,0.232,0.952,0
6319.68,10,89,0,0.324,0.911,0
3804.77,23,907,0,0.112,0.807,0
6224.17,18,87,1,0.178,0.39,0
4753.98,15,222,0,0.618,0.839,0
3065.64,0,21,0,0.366,0.716,0
6113.67,0,359,0,0.43,0.622,0
6647.39,22,249,0,0.537,0.729,0
1134.46,0,44,0,0.248,0.811,0
3533.21,6,223,0,0.383,0.929,0
5310.38,9,32,1,0.346,0.71,0
220.52,10,1203,0,0.518,0.866,1
866.78,9,15,0,0.567,0.618,0
4436.28,0,132,0,0.189,0.796,0
4666.78,17,591,1,0.422,0.858,1
5899.52,6,212,0,0.15,0.508,0
1892.82,13,80,0,0.28,0.403,0
1258.6,7,207,0,0.255,0.525,1
2319.05,18,264,1,0.04,0.954,0
6966.3,0,132,0,0.253,0.876,0
4022.85,10,76,0,0.202,0.5,0
2691.94,9,849,0,0.212,0.568,0
4703.02,22,128,0,0.534,0.503,0
4483.99,13,41,0,0.493,0.75,0
13780.51,5,270,0,0.104,0.653,0
8668.84,3,77,0,0.245,0.948,0
2829.47,14,44,0,0.117,0.849,0
3976.54,13,181,0,0.487,0.796,0
1927.49,3,56,1,0.203,0.718,1
2723.59,12,111,0,0.305,0.619,0
2118.4,13,193,0,0.088,0.839,0
2280.99,23,197,0,0.59,0.774,0
3818.42,6,67,0,0.252,0.785,0
4497.31,8,161,0,0.265,0.852,1
3857.9,21,66,0,0.213,0.632,0
7237.25,6,228,0,0.379,0.903,0
453.69,21,118,0,0.138,0.86,0
6352.23,18,26,1,0.688,0.594,1
2680.58,8,56,0,0.512,0.972,0
2214.69,19,350,1,0.562,0.883,0
3097.94,17,141,1,0.555,0.842,1
3453.96,10,21,0,0.067,0.746,0
6833.18,0,72,0,0.241,0.59,0
2222.0,20,155,0,0.556,0.657,0
7180.71,12,246,1,0.162,0.701,0
5995.31,3,102,0,0.436,0.686,1
1852.25,3,260,2,0.055,0.66,0
2380.1,16,164,0,0.419,0.916,1
3133.04,1,327,0,0.755,0.733,0
3929.83,1,261,2,0.165,0.856,0
1397.14,9,126,3,0.185,0.899,1
3325.08,16,220,0,0.419,0.489,1
4205.27,12,395,1,0.267,0.43,0
81.04,21,1090,0,0.081,0.557,0
7148.15,8,3,0,0.449,0.578,0
789.98,22,37,0,0.394,0.355,1
5350.59,0,375,1,0.091,0.629,1
1271.33,0,62,0,0.101,0.846,0
2982.68,3,55,0,0.298,0.908,1
3536.14,6,113,0,0.375,0.173,0
6829.13,3,519,1,0.425,0.867,0
8479.44,2,40,0,0.323,0.399,1
1448.53,17,63,1,0.461,0.802,0
3182.78,12,363,0,0.042,0.525,0
2005.96,12,309,0,0.146,0.842,1
3002.55,21,201,1,0.374,0.662,0
3217.87,10,280,2,0.285,0.738,0
5386.46,19,65,1,0.226,0.615,0
3058.86,22,216,1,0.359,0.71,0
4947.57,7,171,1,0.364,0.893,0
1005.55,2,339,0,0.306,0.935,0
6687.96,10,4,0,0.255,0.787,0
3443.48,20,7,1,0.296,0.239,0
2157.78,8,150,0,0.597,0.701,0
2951.99,12,347,0,0.221,0.524,0
1054.57,5,162,0,0.136,0.614,1
3316.93,15,89,1,0.17,0.794,0
6349.71,20,237,0,0.161,0.798,0
11492.83,2,194,1,0.342,0.955,0
3055.89,20,7,0,0.031,0.768,0
3534.17,11,58,0,0.652,0.547,0
3695.01,5,30,0,0.163,0.879,0
5423.3,4,307,0,0.804,0.787,0
1406.43,14,119,2,0.093,0.906,0
1018.83,23,9,1,0.564,0.56,1
7305.78,12,294,0,0.4,0.607,0
5691.43,6,269,1,0.13,0.484,0
2448.55,22,103,0,0.409,0.195,0
5982.06,5,0,0,0.08,0.546,0
2711.92,2,10,1,0.282,0.548,0
2738.96,20,60,1,0.471,0.472,0
2839.06,12,569,0,0.458,0.788,0
1630.6,5,3,0,0.115,0.693,1
5383.65,21,109,1,0.625,0.656,0
2796.56,18,23,2,0.41,0.973,0
2119.64,18,176,0,0.169,0.775,0
5452.67,11,355,0,0.525,0.875,0
5346.72,16,40,1,0.572,0.778,1
5948.37,19,96,0,0.345,0.9,0
8015.56,1,76,1,0.155,0.715,0
4476.23,13,80,2,0.206,0.68,0
1614.13,15,258,0,0.428,0.908,0
5798.7,10,23,0,0.262,0.857,0
3676.44,13,147,0,0.116,0.82,0
291.99,19,24,1,0.275,0.704,0
17425.45,3,397,0,0.337,0.698,0
3745.81,8,170,1,0.102,0.544,0
1427.68,10,178,0,0.33,0.515,0
5862.28,7,347,0,0.077,0.793,0
2431.09,13,73,0,0.303,0.817,0
3504.37,17,465,0,0.402,0.681,0
4985.46,11,32,0,0.105,0.809,1
3618.9,15,318,1,0.214,0.735,0
291.2,6,94,1,0.211,0.675,0
4437.38,5,20,1,0.184,0.629,0
5983.21,13,174,0,0.054,0.524,0
1334.0,6,237,0,0.315,0.684,0
3459.91,22,340,0,0.214,0.877,0
5219.99,22,14,0,0.394,0.961,0
8349.6,2,2,1,0.277,0.828,0
4448.14,11,36,0,0.282,0.825,0
4669.6,3,93,1,0.076,0.414,1
3909.27,7,143,1,0.039,0.652,0
3228.89,6,1,0,0.142,0.913,0
2269.69,7,55,0,0.475,0.719,0
1474.86,0,74,0,0.219,0.574,1
2037.9,8,77,0,0.564,0.912,1
3995.36,15,130,0,0.571,0.701,1
4402.49,14,20,1,0.386,0.745,0
7152.39,7,289,0,0.277,0.77,0
8551.09,1,100,0,0.178,0.708,0
2555.42,3,70,1,0.405,0.783,0
3473.13,10,11,1,0.163,0.609,1
4340.79,16,126,1,0.117,0.8,0
1742.27,18,515,1,0.28,0.682,0
7204.4,4,95,2,0.122,0.36,0
3951.09,17,341,1,0.446,0.892,0
3664.85,16,98,1,0.075,0.749,0
4329.06,8,481,0,0.189,0.956,1
4617.75,18,71,1,0.513,0.704,0
1303.81,11,63,2,0.572,0.919,0
1726.15,0,327,0,0.505,0.467,0
1704.73,21,145,0,0.456,0.589,0
2837.17,3,280,1,0.301,0.758,0
5300.06,3,540,1,0.417,0.76,0
5098.0,0,39,1,0.33,0.77,0
3343.96,16,86,1,0.338,0.718,0
4107.47,2,67,0,0.224,0.51,0
4011.61,13,85,0,0.292,0.615,0
2645.2,7,25,0,0.268,0.609,0
3636.5,9,58,0,0.293,0.857,0
681.03,3,115,0,0.047,0.923,0
754.92,13,25,0,0.369,0.533,0
10260.65,10,442,1,0.334,0.768,0
7296.01,13,360,1,0.031,0.838,0
9467.49,17,143,0,0.597,0.751,0
5355.52,14,12,2,0.145,0.955,1
4238.4,4,44,0,0.417,0.505,0
5407.99,7,340,1,0.131,0.842,0
3154.03,8,239,0,0.797,0.921,0
576.04,4,350,0,0.202,0.777,0
2328.84,2,9,1,0.148,0.665,0
11624.78,14,72,1,0.207,0.587,0
2508.4,21,57,1,0.347,0.729,0
4751.33,5,221,0,0.327,0.629,0
1685.91,10,38,0,0.538,0.525,1
2332.19,20,14,0,0.232,0.64,0
2929.59,16,288,0,0.133,0.945,0
3237.84,14,176,0,0.25,0.74,0
3685.02,19,101,0,0.112,0.713,0
3973.21,3,115,0,0.323,0.516,0
2720.42,3,119,0,0.313,0.718,1
2347.21,21,102,0,0.708,0.73,0
4212.25,3,50,0,0.279,0.605,0
4838.55,0,412,1,0.085,0.713,0
9488.58,13,13,1,0.234,0.846,0
285.66,22,113,1,0.25,0.798,0
1329.41,10,115,1,0.148,0.925,0
9072.09,5,57,0,0.17,0.578,1
2752.89,14,312,1,0.316,0.646,0
3114.69,7,117,0,0.559,0.544,1
1838.54,21,54,0,0.191,0.746,0
1667.86,13,212,1,0.517,0.707,0
849.9,2,34,2,0.31,0.417,0
4146.15,0,77,0,0.261,0.849,1
5569.72,3,733,1,0.342,0.685,0
5692.8,20,429,1,0.485,0.612,0
2765.6,10,223,0,0.381,0.914,0
3466.86,22,59,1,0.015,0.905,0
5623.58,6,228,0,0.412,0.916,0
6158.89,0,93,1,0.597,0.799,0
4926.71,17,41,1,0.14,0.727,0
5102.06,9,56,0,0.259,0.661,1
10656.57,5,58,0,0.26,0.599,1
2241.34,18,60,0,0.537,0.369,1
1269.98,22,48,0,0.333,0.846,0
5648.77,22,511,0,0.102,0.885,0
4351.6,13,140,0,0.224,0.751,0
3714.7,15,67,0,0.572,0.519,0
6079.5,14,262,0,0.443,0.674,0
6704.11,10,1319,1,0.354,0.959,0
6318.63,19,2,1,0.158,0.838,0
1555.67,1,227,0,0.376,0.836,0
4108.09,2,199,1,0.32,0.346,1
5060.61,13,187,0,0.019,0.587,0
3332.01,22,70,1,0.194,0.82,0
9147.15,21,51,0,0.197,0.617,0
2169.12,20,131,1,0.323,0.895,0
7400.69,1,373,1,0.335,0.887,0
4889.36,19,178,0,0.092,0.877,0
2961.3,20,15,1,0.182,0.703,0
2206.83,23,239,1,0.101,0.728,0
8959.49,0,270,0,0.44,0.802,1
698.17,8,137,0,0.184,0.771,0
3378.4,4,456,0,0.465,0.339,0
2320.95,13,45,0,0.203,0.762,0
2887.69,7,280,0,0.524,0.812,0
3243.36,17,97,0,0.306,0.838,0
1115.48,8,187,0,0.493,0.439,0
1860.12,20,71,0,0.382,0.75,0
4344.01,20,164,0,0.009,0.571,0
3308.21,5,51,1,0.154,0.687,0
2731.71,12,45,0,0.507,0.802,0
1909.21,4,100,0,0.16,0.867,0
2150.01,19,131,1,0.535,0.732,0
1628.02,21,300,0,0.103,0.815,0
5925.56,9,578,1,0.227,0.717,1
2448.6,17,7,0,0.375,0.742,1
916.33,13,128,0,0.123,0.772,1
6096.01,11,62,0,0.44,0.657,0
3446.66,4,120,0,0.657,0.728,0
2560.13,4,91,2,0.468,0.862,0
2766.6,8,78,1,0.225,0.925,0
11321.6,15,365,0,0.425,0.559,0
5179.94,21,474,1,0.184,0.811,0
8289.83,5,479,0,0.082,0.74,0
1501.26,18,89,1,0.657,0.885,0
3589.5,7,49,1,0.434,0.742,0
3464.74,21,341,2,0.651,0.815,0
300.94,4,253,0,0.322,0.738,0
2482.77,21,348,0,0.31,0.711,0
744.59,23,642,1,0.727,0.735,0
2588.92,13,14,0,0.461,0.809,1
5342.32,8,104,2,0.454,0.294,0
9097.7,15,531,0,0.435,0.553,1
1760.3,5,391,0,0.2,0.765,1
9320.84,9,29,1,0.29,0.905,1
4719.57,1,171,0,0.316,0.514,0
6545.52,17,985,1,0.541,0.371,0
2807.57,18,195,0,0.479,0.72,0
933.24,11,39,1,0.245,0.861,0
2344.23,13,198,1,0.546,0.443,0
4293.08,12,351,1,0.744,0.632,0
10314.71,15,4,0,0.189,0.597,0
8691.6,9,178,1,0.415,0.767,0
11705.21,6,30,0,0.296,0.695,0
9459.1,13,66,2,0.549,0.916,0
4229.22,12,359,0,0.131,0.687,0
4096.41,22,203,0,0.239,0.844,0
2106.74,10,242,1,0.302,0.909,1
1878.28,18,22,0,0.203,0.625,1
7678.12,21,66,0,0.052,0.919,0
10373.35,11,24,1,0.31,0.928,0
1630.41,20,163,2,0.33,0.435,0
1281.58,4,35,0,0.448,0.67,1
3628.15,11,6,0,0.248,0.676,0
1146.36,9,155,1,0.356,0.62,1
4284.24,7,234,1,0.366,0.566,0
2808.53,23,82,0,0.355,0.717,0
5968.36,23,915,1,0.346,0.821,1
5985.29,19,94,0,0.23,0.649,0
2042.89,2,250,0,0.263,0.668,0
5638.19,3,136,1,0.249,0.64,0
4882.08,22,291,0,0.35,0.683,1
2920.85,7,477,0,0.127,0.879,0
2338.25,15,342,2,0.109,0.878,0
7339.33,23,241,0,0.351,0.742,0
2681.91,10,240,0,0.308,0.667,0
1672.19,10,200,0,0.396,0.953,0
3423.86,16,258,0,0.238,0.72,1
7063.77,15,578,1,0.369,0.84,0
14640.04,1,96,2,0.226,0.447,0
890.72,5,62,1,0.168,0.91,0
9705.02,2,19,1,0.281,0.67,0
4753.29,15,383,0,0.222,0.606,0
1369.5,16,30,2,0.589,0.65,1
3075.6,21,46,0,0.005,0.721,0
2941.24,3,549,1,0.074,0.781,0
1955.0,8,453,0,0.139,0.901,0
12524.4,23,698,0,0.369,0.791,0
2951.66,3,63,0,0.147,0.733,0
1196.48,17,154,0,0.11,0.66,0
6805.96,12,80,1,0.169,0.763,0
2975.67,16,319,0,0.085,0.716,0
2405.56,20,69,1,0.168,0.406,0
3348.14,15,794,0,0.146,0.589,0
5129.49,9,41,0,0.163,0.667,1
3741.38,7,808,1,0.626,0.834,0
3707.91,8,112,0,0.079,0.662,0
8023.39,4,47,0,0.358,0.725,0
6999.48,16,131,1,0.097,0.551,0
1203.79,20,460,0,0.588,0.981,0
6210.59,16,175,2,0.034,0.725,0
4401.6,3,110,0,0.636,0.678,1
762.73,23,52,0,0.159,0.795,0
751.23,6,116,0,0.24,0.691,0
928.82,2,86,0,0.279,0.951,0
6368.32,18,108,0,0.386,0.715,0
2021.0,5,60,0,0.264,0.602,1
569.41,21,221,0,0.233,0.789,0
1480.98,13,334,0,0.257,0.912,0
7394.91,5,8,1,0.39,0.305,1
4996.59,3,166,0,0.155,0.474,0
179.64,18,128,0,0.61,0.953,0
4832.25,10,31,0,0.46,0.356,0
1895.85,17,53,0,0.325,0.749,0
1246.35,8,80,1,0.239,0.735,0
2341.66,12,153,0,0.324,0.747,0
686.55,1,37,2,0.102,0.472,1
1308.59,12,445,0,0.458,0.602,1
458.09,9,110,3,0.162,0.531,0
13857.46,13,347,1,0.159,0.976,0
2789.99,13,125,0,0.311,0.775,0
8331.5,13,644,0,0.357,0.397,0
5635.58,20,362,1,0.37,0.808,0
6013.55,9,472,0,0.199,0.694,0
1864.77,21,62,1,0.678,0.552,0
1423.39,23,339,0,0.114,0.834,0
2259.29,21,227,0,0.407,0.91,0
1732.0,15,148,0,0.058,0.661,0
7957.01,20,151,0,0.178,0.741,0
4710.29,0,131,1,0.164,0.501,0
614.78,6,95,0,0.186,0.678,0
3423.37,15,389,0,0.512,0.609,0
3198.92,5,35,2,0.314,0.473,0
3330.67,0,641,1,0.246,0.667,1
10965.19,23,101,0,0.13,0.526,0
4166.29,0,107,0,0.603,0.751,0
2032.32,22,187,1,0.227,0.77,0
4421.33,23,43,0,0.144,0.82,0
1824.07,0,18,0,0.248,0.481,0
9416.47,1,505,0,0.343,0.933,0
786.76,9,318,1,0.552,0.629,0
3643.08,5,31,1,0.546,0.694,0
2772.63,19,236,0,0.151,0.851,0
3441.06,10,429,0,0.267,0.728,0
10199.5,16,505,0,0.324,0.577,0
2255.83,19,337,0,0.291,0.768,1
2570.46,22,149,1,0.208,0.59,0
1241.73,7,52,0,0.382,0.828,0
6680.9,17,47,1,0.267,0.758,1
1288.66,23,147,1,0.37,0.618,0
2008.4,8,142,1,0.291,0.776,0
6434.54,1,94,0,0.334,0.848,0
4387.46,20,8,2,0.163,0.884,0
5795.04,4,216,0,0.315,0.981,1
1980.93,11,97,0,0.074,0.965,0
4196.34,20,125,0,0.486,0.767,0
1274.17,13,795,0,0.306,0.39,0
2811.39,8,178,0,0.125,0.602,0
554.67,10,390,0,0.401,0.817,0
11298.66,8,122,0,0.012,0.851,0
4415.29,17,566,0,0.173,0.953,0
1964.4,22,18,2,0.366,0.877,1
4324.69,21,138,0,0.538,0.702,0
5832.21,7,19,2,0.06,0.73,0
6790.25,15,379,1,0.195,0.662,1
1645.36,3,247,0,0.482,0.743,0
4487.81,18,13,0,0.196,0.74,0
4204.54,17,376,0,0.155,0.703,0
9769.86,20,106,0,0.435,0.788,0
2096.05,21,17,0,0.292,0.473,0
1331.09,15,67,1,0.293,0.416,0
1524.66,2,442,0,0.194,0.802,0
4805.13,22,438,0,0.263,0.8,0
2816.8,5,10,0,0.287,0.771,0
8386.36,3,94,0,0.478,0.917,1
2796.61,3,205,1,0.256,0.507,0
6135.36,0,421,0,0.174,0.689,0
1449.5,10,339,0,0.127,0.894,0
4412.1,16,140,0,0.355,0.748,0
9422.01,16,37,0,0.051,0.684,0
6067.08,15,27,0,0.269,0.789,0
1673.43,11,47,0,0.698,0.941,0
1266.63,1,91,3,0.431,0.745,0
4185.29,8,50,0,0.25,0.922,0
4247.9,22,194,0,0.53,0.726,0
5402.47,21,409,0,0.097,0.677,0
5855.87,15,138,0,0.441,0.544,0
1065.73,17,111,0,0.408,0.708,0
749.13,9,8,0,0.068,0.843,0
4320.5,5,372,1,0.139,0.916,0
3412.93,8,671,1,0.485,0.811,0
697.08,10,358,0,0.131,0.734,0
2075.64,0,655,1,0.207,0.734,0
400.43,20,421,1,0.162,0.995,0
9471.06,16,48,0,0.546,0.806,0
3589.31,1,217,2,0.266,0.714,0
8608.88,10,152,0,0.16,0.785,0
928.25,17,43,0,0.39,0.533,0
2140.84,22,368,1,0.256,0.711,1
5615.9,5,409,2,0.121,0.579,0
5757.4,7,49,0,0.201,0.829,0
1121.35,0,157,0,0.644,0.819,0
5975.84,21,10,0,0.415,0.805,0
5528.97,14,49,2,0.439,0.682,0
640.22,1,133,0,0.521,0.853,0
2044.27,8,615,0,0.572,0.745,0
3617.88,8,109,1,0.595,0.748,1
3885.93,7,26,0,0.32,0.444,1
4034.03,6,50,0,0.323,0.527,0
6149.96,14,198,0,0.289,0.736,0
2074.13,11,528,0,0.158,0.734,1
4321.9,7,406,0,0.506,0.643,0
3767.04,9,370,1,0.333,0.792,0
359.15,17,8,0,0.127,0.551,0
1900.89,12,177,0,0.188,0.901,0
6334.18,18,124,1,0.213,0.55,0
1026.43,17,160,1,0.332,0.754,1
3807.55,9,0,0,0.281,0.673,0
361.05,19,136,1,0.166,0.479,0
515.11,7,625,0,0.438,0.67,0
7881.47,9,114,0,0.428,0.801,0
2416.38,22,91,1,0.054,0.788,0
2631.79,19,820,1,0.294,0.787,0
2101.7,5,204,1,0.424,0.738,0
555.26,16,98,0,0.558,0.811,0
2988.21,14,150,0,0.407,0.574,0
7853.47,13,78,1,0.432,0.726,0
1911.4,2,194,0,0.345,0.768,0
1307.05,21,235,1,0.092,0.699,0
11006.96,20,185,0,0.095,0.762,0
807.85,17,72,3,0.164,0.909,0
3166.2,8,346,0,0.225,0.683,0
4603.33,20,404,1,0.491,0.949,0
1548.79,4,237,1,0.368,0.701,0
2482.63,7,17,0,0.27,0.98,0
6134.34,0,76,1,0.286,0.852,0
2881.91,14,143,0,0.422,0.466,0
4541.68,10,448,0,0.296,0.329,0
1686.07,14,67,1,0.221,0.947,0
5255.87,22,73,0,0.152,0.565,0
2736.2,17,20,0,0.34,0.719,0
6021.21,6,245,0,0.455,0.858,0
7288.51,4,175,0,0.403,0.573,0
2934.17,19,553,0,0.316,0.944,0
2833.58,20,898,1,0.247,0.61,0
6753.55,20,21,0,0.257,0.553,1
5134.91,22,67,1,0.142,0.766,1
4624.96,1,51,1,0.33,0.724,0
707.84,15,194,0,0.562,0.943,0
1477.26,11,51,0,0.551,0.778,0
922.78,2,547,3,0.126,0.417,1
4959.28,3,209,0,0.284,0.716,1
736.99,2,135,0,0.46,0.905,1
851.62,13,221,0,0.287,0.746,0
5586.87,15,817,0,0.252,0.665,0
5992.05,20,121,0,0.228,0.721,0
1727.54,22,83,1,0.31,0.838,0
